string,chaper,translator,group,phase,modality,UCP_ID,classification,sub_classification,Kudos,Error,High-level error type,Granular error type,reproduction,omission,creative_shift,NA
7,2,6,B,Post,PE,15,Reproduction,Direct Translation,0,0,,,1,0,0,0
7,2,6,B,Post,PE,16,Reproduction,Direct Translation,0,0,,,1,0,0,0
9,6,6,B,Post,HT,17,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
10,6,6,B,Post,HT,18,Abstraction,Superordinate Term,0,1,Style,Unidiomatic,0,0,1,0
10,6,6,B,Post,HT,19,Modification,Situational,0,1,Fluency,Grammar,0,0,1,0
10,6,6,B,Post,HT,20,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,6,B,Post,HT,21,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,6,B,Post,HT,22,Reproduction,Direct Translation,0,0,,,1,0,0,0
11,6,6,B,Post,HT,23,Reproduction,Direct Translation,0,0,,,1,0,0,0
12,6,6,B,Post,HT,24,Reproduction,Direct Translation,0,0,,,1,0,0,0
13,6,6,B,Post,HT,25,NA,Not applicable,0,1,Fluency,Spelling,0,0,0,1
13,6,6,B,Post,HT,26,NA,Not applicable,0,1,Fluency,Spelling,0,0,0,1
15,6,6,B,Post,HT,27,Reproduction,Direct Translation,0,0,,,1,0,0,0
15,6,6,B,Post,HT,28,Reproduction,Direct Translation,0,0,,,1,0,0,0
16,6,6,B,Post,HT,29,Modification,Situational,0,1,Style,Unidiomatic,0,0,1,0
17,6,6,B,Post,HT,30,Omission,Creative,1,0,,,0,1,0,0
18,6,6,B,Post,HT,31,Reproduction,Official Translation,0,0,,,1,0,0,0
18,6,6,B,Post,HT,32,Reproduction,Direct Translation,0,0,,,1,0,0,0
18,6,6,B,Post,HT,33,Modification,Situational,0,1,Fluency,Grammar,0,0,1,0
19,6,6,B,Post,HT,34,Reproduction,Direct Translation,0,0,,,1,0,0,0
19,6,6,B,Post,HT,35,NA,Not applicable,0,1,Accuracy,Mistranslation,0,0,0,1
24,18,6,B,Post,PE,36,Reproduction,Direct Translation,0,0,,,1,0,0,0
26,18,6,B,Post,PE,37,Modification,Situational,0,1,Accuracy,Mistranslation,0,0,1,0
26,18,6,B,Post,PE,38,Reproduction,Retention,0,0,,,1,0,0,0
28,18,6,B,Post,PE,39,Modification,Situational,1,0,,,0,0,1,0
29,18,6,B,Post,PE,40,Reproduction,Direct Translation,0,1,Terminology,,1,0,0,0
30,18,6,B,Post,PE,41,Reproduction,Retention,0,0,,,1,0,0,0
30,18,6,B,Post,PE,42,Reproduction,Direct Translation,0,0,,,1,0,0,0
31,18,6,B,Post,PE,43,Reproduction,Direct Translation,0,0,,,1,0,0,0
32,18,6,B,Post,PE,44,Reproduction,Direct Translation,0,0,,,1,0,0,0
33,18,6,B,Post,PE,45,Reproduction,Retention,0,1,Fluency,Spelling,1,0,0,0
33,18,6,B,Post,PE,46,Modification,Situational,1,0,,,0,0,1,0
33,18,6,B,Post,PE,47,Reproduction,Direct Translation,0,0,,,1,0,0,0
34,18,6,B,Post,PE,48,Abstraction,Superordinate Term,0,1,Accuracy,Under-translation,0,0,1,0
35,18,6,B,Post,PE,49,Reproduction,Direct Translation,0,0,,,1,0,0,0
36,18,6,B,Post,PE,50,Reproduction,Direct Translation,0,0,,,1,0,0,0
